id,파일럿,상위법령명,상위조문번호,상위조문제목,조문문장,위임표지어구,API_위임구분,자동추출_위임형식,대상유형,대상명,L1_위임인가,L2_위임된법형식,L3_확신도,L4_메모,L2_병존형식
G0150,,지방자치단체의 교육경비 보조에 관한 규정,4,보조의 신청등,①지방자치단체의 장은 해당 연도 보조사업에 대하여 각급학교의 장에게 보조대상사업 및 그 예산액을 통지하고 보조신청서를 제출하도록 하여야 한다. 이 경우 해당 지방자치단체의 조례로 정하는 바에 따라 관할 교육감 또는 교육장을 거쳐 보조대상사업 및 그 예산액을 통지하거나 보조신청서를 제출하게 할 수 있다.,조례로,위임자치법규,조례,자치법규,안동시 교육경비 보조에 관한 조례,위임,조례,5,,
G0151,,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,양양군 평생교육진흥 조례,위임,조례,5,,
G0152,,학원의 설립ㆍ운영 및 과외교습에 관한 법률,14,교습소 설립ㆍ운영의 신고 등,교육부령으로 정하는,교육부령,시행규칙,부령,법령,학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행규칙,위임,부령,4,절단 문장이나 위임 문형 완결.,
G0153,,초ㆍ중등교육법,30,학교회계의 설치,"⑤ 학교회계의 설치에 필요한 사항은 국립학교의 경우에는 교육부령으로, 공립학교의 경우에는 시·도의 교육규칙으로 정한다.",교육규칙으로,위임자치법규,부령,자치법규,전북특별자치도 공립학교회계 규칙,위임,교육규칙,4,"국립=교육부령/공립=교육규칙 병렬 — 표지어구 기준 교육규칙(목록 외 값) 기재, 부령 병존(자동추출 '부령'은 다른 축).",부령
G0154,,영유아보육법,14,직장어린이집의 설치 등,교육부령으로 정한다,교육부령,시행규칙,부령,법령,영유아보육법 시행규칙,위임,부령,4,절단 문장이나 위임 문형 완결.,
G0155,,교원 등의 연수에 관한 규정,2,연수기관의 종류 및 설치 등,교육부령으로 정하는,교육부령,시행규칙,부령,법령,교원 등의 연수에 관한 규정 시행규칙,위임,부령,4,절단 문장이나 위임 문형 완결.,
G0156,,교육시설 등의 안전 및 유지관리 등에 관한 법률,8,교육시설에 관한 최소환경기준의 설정,대통령령으로 정한다,대통령령,시행령,대통령령,법령,교육시설 등의 안전 및 유지관리 등에 관한 법률 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0157,,학원의 설립ㆍ운영 및 과외교습에 관한 법률,6,학원 설립ㆍ운영의 등록,② 숙박시설을 갖춘 학교교과교습학원의 등록은 대통령령으로 정하는 범위에서 관할 지역의 교육여건과 수강생의 안전 및 숙박시설의 필요성 등을 고려하여 시·도의 조례로 정하는 기준에 맞는 경우에만 할 수 있다.,조례로,위임자치법규,대통령령,자치법규,강원특별자치도 학원의 설립ㆍ운영 및 과외교습에 관한 조례,위임,조례,4,대통령령(범위)+조례(기준) 이중 위임 — 표본 축 기준 조례 기재(자동추출 '대통령령'은 다른 축).,대통령령
G0158,,유아교육법,19,유치원회계의 설치,"⑥ 유치원회계의 설치에 필요한 사항은 국립유치원의 경우에는 교육부령으로, 공립유치원의 경우에는 시·도의 교육규칙으로 정한다.",교육규칙으로,위임자치법규,부령,자치법규,인천광역시 공립학교 회계 규칙,위임,교육규칙,4,"국립=교육부령/공립=교육규칙 병렬 — 표지어구 기준 교육규칙(목록 외 값) 기재, 부령 병존(자동추출 '부령'은 다른 축).",부령
G0159,,초ㆍ중등교육법 시행령,91,특성화고등학교 지정ㆍ운영위원회,② 제1항에 따른 특성화고등학교 지정·운영위원회의 구성 및 운영에 필요한 사항은 시·도 교육규칙으로 정한다.,교육규칙으로 정한다,위임자치법규,조례,자치법규,울산광역시 특성화고등학교 지정ㆍ운영 등에 관한 규칙,위임,교육규칙,4,문언이 요구하는 형식은 '교육규칙'(교육감 제정 자치법규) — L2 값 목록 부재로 목록 외 값 기재. '조례'로 강제 매핑하면 자동추출의 자치법규 하위형식 혼동이 은폐됨.,
G0160,,평생교육법,21,시ㆍ군ㆍ구평생학습관 등의 설치ㆍ운영 등,④ 제1항 및 제2항에 따른 평생학습관의 설치·운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,의왕시 평생교육 조례,위임,조례,5,,
G0161,,학교폭력예방 및 대책에 관한 법률,17,가해학생에 대한 조치,필요한 사항은 대통령령으로,대통령령,시행령,대통령령,법령,학교폭력예방 및 대책에 관한 법률 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0162,,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,순창군 평생교육 진흥 조례,위임,조례,5,,
G0163,,교육관련기관의 정보공개에 관한 특례법,10,공개ㆍ공시 정보의 활용에 대한 시정 또는 변경 명령,대통령령으로 정한다,대통령령,시행령,대통령령,법령,교육관련기관의 정보공개에 관한 특례법 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0164,,초ㆍ중등교육법 시행령,79,고등학교입학전형위원회,②고등학교입학전형위원회의 조직 및 운영에 관한 사항은 시ㆍ도 교육규칙으로 정한다.,관한 사항은 시.도 교육규칙으로 정한다,위임자치법규,조례,자치법규,제주특별자치도 고등학교 입학전형위원회 규칙,위임,교육규칙,4,문언이 요구하는 형식은 '교육규칙'(교육감 제정 자치법규) — L2 값 목록 부재로 목록 외 값 기재. '조례'로 강제 매핑하면 자동추출의 자치법규 하위형식 혼동이 은폐됨.,
G0165,,평생교육법,16,경비보조 및 지원,② 지방자치단체의 장은 해당 지방자치단체의 조례로 정하는 바에 따라 주민을 위한 평생교육진흥사업을 실시하거나 지원할 수 있다. 이 경우 교육감 또는 지역교육장과 협의하여야 한다.,조례로,위임자치법규,조례,자치법규,서울특별시 영등포구 평생교육 진흥 조례,위임,조례,5,,
G0166,,교원의 지위 향상 및 교육활동 보호를 위한 특별법,13,교원지위향상심의회의 설치,필요한 사항은 대통령령으로,대통령령,시행령,대통령령,법령,교원 지위 향상을 위한 교섭ㆍ협의에 관한 규정,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0167,,학원의 설립ㆍ운영 및 과외교습에 관한 법률,4,학원설립ㆍ운영자 등의 책무,"③ 학원설립·운영자 및 교습자는 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례로 정하는 바에 따라 학원·교습소의 운영과 관련하여 학원·교습소의 수강생에게 발생한 생명·신체상의 손해를 배상할 것을 내용으로 하는 보험이나 공제사업에 가입하는 등 필요한 안전조치를 취하여야 한다",조례로,위임자치법규,조례,자치법규,강원특별자치도 학원의 설립ㆍ운영 및 과외교습에 관한 조례,위임,조례,5,,
G0168,,산업교육진흥 및 산학연협력촉진에 관한 법률,3,학생의 진로 지도,대통령령으로 정한다,대통령령,시행령,대통령령,법령,산업교육진흥 및 산학연협력촉진에 관한 법률 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0169,,평생교육법 시행령,77,권한의 위임ㆍ위탁,③ 교육감은 법 제44조제3항에 따라 다음 각 호의 권한을 조례로 정하는 바에 따라 소관 교육장에게 위임할 수 있다.,조례로,위임자치법규,조례,자치법규,경기도교육감 행정권한 위임에 관한 조례,위임,조례,5,권한의 행정위임 구조이나 그 요건·방식의 규율을 조례에 맡기는 문언.,
G0170,,국립대학치과병원 설치법,9,임원,대통령령으로 정하는 요건을,대통령령,시행령,대통령령,법령,국립대학치과병원 설치법 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0171,,학원의 설립ㆍ운영 및 과외교습에 관한 법률,4,학원설립ㆍ운영자 등의 책무,"③ 학원설립·운영자 및 교습자는 특별시·광역시·특별자치시·도 및 특별자치도(이하 ""시·도""라 한다)의 조례로 정하는 바에 따라 학원·교습소의 운영과 관련하여 학원·교습소의 수강생에게 발생한 생명·신체상의 손해를 배상할 것을 내용으로 하는 보험이나 공제사업에 가입하는 등 필요한 안전조치를 취하여야 한다",조례로,위임자치법규,조례,자치법규,대전광역시 학원의 설립ㆍ운영 및 과외교습에 관한 조례,위임,조례,5,,
G0172,,학교보건법,7,건강검사 등,사항은 교육부령으로,교육부령,시행규칙,부령,법령,학교건강검사규칙,위임,부령,4,절단 문장이나 위임 문형 완결.,
G0173,,인성교육진흥법 시행령,12,인성교육 지원 등,④ 제3항에 따른 시·도인성교육진흥협의회의 구성·운영에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,강원특별자치도교육청 인성교육 진흥 조례,위임,조례,5,,
G0174,,교육공무원법,14,승진후보자 명부,대통령령으로 정하는,대통령령,시행령,대통령령,법령,교육공무원 승진규정|교육공무원임용령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0175,,지방교육자치에 관한 법률,32,교육기관의 설치,교육감은 그 소관 사무의 범위 안에서 필요한 때에는 대통령령 또는 조례로 정하는 바에 따라 교육기관을 설치할 수 있다.,조례로,위임자치법규,대통령령,자치법규,경기도교육청 행정기구 설치조례,위임,조례,4,"문언은 '대통령령 또는 조례' 복수 형식 위임 — 표본 축 기준 조례 기재, 대통령령 병존. 자동추출(대통령령)은 다른 축만 포착. G0004·G0107과 동일 문장.",대통령령
G0176,,법학전문대학원 설치ㆍ운영에 관한 법률,24,적성시험의 시행,④ 적성시험에 응시하고자 하는 사람은 교육부장관이 정하는 응시수수료를 납부하여야 한다.,교육부장관이 정하는,위임행정규칙,미특정,행정규칙,"법학전문대학원 적성시험의 응시수수료 및 반환 금액, 절차·방법 등에 관한 고시",위임,미특정,5,,
G0177,,평생교육법 시행령,77,권한의 위임ㆍ위탁,③ 교육감은 법 제44조제3항에 따라 다음 각 호의 권한을 조례로 정하는 바에 따라 소관 교육장에게 위임할 수 있다.,조례로,위임자치법규,조례,자치법규,대전광역시교육감 소관 행정권한의 위임에 관한 조례,위임,조례,5,권한의 행정위임 구조이나 그 요건·방식의 규율을 조례에 맡기는 문언.,
G0178,,대안교육기관에 관한 법률 시행령,7,대안교육기관에 대한 경비 지원,④ 제1항부터 제3항까지의 규정에서 정한 사항 외에 대안교육기관에 대한 경비 지원에 필요한 사항은 해당 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,부산광역시 영도구 학교 밖 청소년 지원 조례,위임,조례,5,,
G0179,,유아교육법 시행령,33,방과후 과정 운영 등에 대한 지원,② 특별시장·광역시장·특별자치시장·도지사·특별자치도지사 및 시장·군수·구청장은 조례로 정하는 바에 따라 제1항 각 호의 경비의 전부 또는 일부를 방과후 과정을 운영하거나 제12조에 따른 수업일수를 초과하여 운영하는 유치원에 지원할 수 있다.,조례로,위임자치법규,조례,자치법규,홍천군 교육경비 보조에 관한 조례,위임,조례,5,,
G0180,,교원의 지위 향상 및 교육활동 보호를 위한 특별법,5,학교 안전사고로부터의 보호,법률로 정한다,법률,시행규칙,,법령,학교안전사고 예방 및 보상에 관한 법률,인용,해당없음,4,'따로 법률로 정한다' — 별도 법률에의 유보(입법 지시)로서 하위 규범에의 위임이 아님. API 구분(시행규칙)은 오분류로 판단. G0023과 동일 문장.,
G0181,,영유아보육법,46,어린이집의 원장의 자격정지,교육부령으로 정하는,교육부령,시행규칙,부령,법령,영유아보육법 시행규칙,위임,부령,4,"절단('교육부령으로 정하는') — 같은 조의 G0112('정한 급식기준', 원용)와 달리 위임 문형.",
G0182,,영재교육 진흥법,16,특례자 선정 등,대통령령으로 정한다,대통령령,시행령,대통령령,법령,영재교육진흥법 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0183,,평생교육법,32,사내대학형태의 평생교육시설,대통령령으로 정하는,대통령령,시행령,대통령령,법령,평생교육법 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0184,,영유아보육법 시행규칙,24,국공립어린이집의 운영위탁,"⑨ 어린이집의 운영 위탁에 관한 구체적인 사항은 국립어린이집의 경우 교육부장관이 정하고, 공립어린이집의 경우 지방자치단체의 조례로 정한다.",조례로,위임자치법규,조례,자치법규,홍성군 영유아 보육 조례,위임,조례,4,"국립=교육부장관(형식 무지정)/공립=조례 병렬 위임 — 본 행 표본 축(표지어구) 기준 조례 기재, 미특정 축 병존.",미특정
G0185,,특수외국어 교육 진흥에 관한 법률,8,전문교육기관의 지정 등,대통령령으로 정한다,대통령령,시행령,대통령령,법령,특수외국어 교육 진흥에 관한 법률 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0186,,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,20,정원의 규정,"② 제13조에 따른 단위기관별 정원은 제1항에 따른 정원의 총수 범위에서 종류별·직급별로 구분하여 해당 시·도의 조례로 정한다. 다만, 다음 각 호의 어느 하나에 해당하는 정원은 조례로 그 총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시·도의 교육규칙으로 정한다",총수만 정하고 그 범위에서 제13조제2항에 따른 단위기관별로 해당 시.도의 교육규칙으로 정한다,위임자치법규,조례,자치법규,인천광역시교육감 소속 지방공무원 정원 조례 시행규칙,위임,교육규칙,4,"본문 조례 위임 + 단서 교육규칙 위임 — 표지어구(단서) 기준 교육규칙(목록 외 값) 기재, 조례 병존(자동추출 '조례'는 본문 축). G0034와 동일 문장·다른 표본 축.",조례
G0187,,교육공무원법,45,휴직기간 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,교육공무원임용령|교원 등의 연수에 관한 규정,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0188,,초ㆍ중등교육법 시행령,59,의견 수렴 등,"③ 국·공립학교에 두는 운영위원회는 국립학교의 경우에는 학칙으로, 공립학교의 경우에는 시·도의 조례로 정하는 바에 따라 학생 대표가 학생의 학교생활에 관련된 사항에 관하여 학생들의 의견을 수렴하여 운영위원회에 제안하게 할 수 있다.",시.도의 조례로 정하는 바에 따라 학생,위임자치법규,조례,자치법규,경상북도립학교운영위원회 설치ㆍ운영에 관한 조례,위임,조례,4,"국립=학칙/공립=조례 병렬 — 표본 축 기준 조례 기재, 학칙(목록 외) 병존.",학칙
G0189,,교육공무원법,32,장학금 지급 및 의무복무,③ 교육감은 제2항에 따라 장학금을 받는 사람에 대하여 교육대학을 졸업한 후 4년의 범위에서 해당 관할지역에서 실시되는 교사 공개전형에 응시하여 합격한 경우에는 장학금을 받은 기간의 2배의 범위에서 시·도의 조례로 정하는 기간 동안 교육감이 정하는 지역에서 복무하도록 의무를 부과할 수 있다.,시.도의 조례로 정하는 기간,위임자치법규,조례,자치법규,전북특별자치도교육감의 전주교육대학교 입학생 추천 및 장학금 지급에 관한 조례,위임,조례,4,"조례(복무기간) 위임 + '교육감이 정하는 지역'(형식 무지정, 개별 지정 성격 병존) — 표본 축 조례 기재. G0145와 동일 문장.",미특정
G0190,,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,횡성군 평생교육 진흥 조례,위임,조례,5,,
G0191,,특수학교시설ㆍ설비기준령,4,교육 관련 시설의 종류 및 기준,"①학교가 학생의 교육을 위하여 설치하여야 하는 시설의 종류 및 그 기준은 별표 1과 같다. 다만, 지역의 여건 및 학생의 장애 유형 등을 고려하여 시설의 종류별 면적기준을 3분의 1의 범위에서 시·도 조례로 정하는 바에 따라 완화하거나 강화하여 적용할 수 있다.",조례로,위임자치법규,조례,자치법규,경상남도교육청 특수교육 진흥에 관한 조례,위임,조례,5,,
G0192,,평생교육법,14,시ㆍ군ㆍ자치구평생교육협의회,④ 시·군·구협의회의 구성·운영 등에 필요한 사항은 지방자치단체의 조례로 정한다.,조례로,위임자치법규,조례,자치법규,울산광역시 울주군 평생학습 조례,위임,조례,5,,
G0193,,교육공무원법,42,연수 실적 및 근무성적의 평정,사항은 대통령령으로,대통령령,시행령,대통령령,법령,교육공무원 승진규정,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0194,,자격기본법,5,국가직무능력표준,대통령령으로 정한다,대통령령,시행령,대통령령,법령,자격기본법 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0195,,취업 후 학자금 상환 특별법 시행령,7,채무자의 신고의무,"신고의 절차, 방법 등에 관하여 필요한 사항은 교육부장관이 정한다.",교육부장관이 정한다,위임행정규칙,,행정규칙,2026학년도 1학기 취업 후 상환 학자금대출의 자격 요건 등에 관한 고시,위임,미특정,5,'교육부장관이 정한다' — 형식 무지정. 자동추출 공란(미포착) — 추출기 재현율 오류 사례.,
G0196,,교육공무원법,18,겸임,대통령령으로 정한다,대통령령,시행령,대통령령,법령,교육공무원임용령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0197,,고등교육법,54,전공심화과정에 대한 학위수여,대통령령으로 정하는 과의,대통령령,시행령,대통령령,법령,고등교육법 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
G0198,,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,2,정의,바. 그 밖에 어린이가 자주 왕래하는 곳으로서 조례로 정하는 시설 또는 장소,어린이가 자주 왕래하는 곳으로서 조례로,위임자치법규,조례,자치법규,순천시 어린이 보호구역 및 어린이 통학로 교통안전 조례,위임,조례,5,,
G0199,,취업 후 학자금 상환 특별법 시행령,21,채무자의 원천공제금액 납부 등,납부를 하려는 채무자는 교육부령으로 정하는 납부서를 첨부하여 교육부장관이 정하는 수납기관에 납부하여야 한다.,교육부장관이 정하는,위임행정규칙,부령,행정규칙,취업 후 학자금 상환 사무처리규정,위임,미특정,3,이중 구조: '교육부령으로 정하는 납부서'(부령 서식 위임) + '교육부장관이 정하는 수납기관'(형식 무지정) — 표지어구 축 기준 미특정 기재. '정하는 수납기관'은 개별 지정(처분) 성격의 여지가 있어 확신도 하향. 자동추출(부령)은 다른 축.,부령
G0200,,국립대학치과병원 설치법,3,설립,대통령령으로 정한다,대통령령,시행령,대통령령,법령,국립대학치과병원 설치법 시행령,위임,대통령령,4,절단 문장이나 위임 문형 완결.,
