id,조문문장,T5_L1,T5_L2,T5_확신도,T5_근거
P03008,대통령령으로 정하는 바에 따라 제1항에 따른 공인기간을,위임,대통령령,4,문장에서 '대통령령으로 정하는 바에 따라'로 규율권한을 하위법령(대통령령)에 넘기고 범위를 정하고 있어 위임에 해당함.
P03009,또는 대통령령으로,판단불가,대통령령,4,문장이 단독으로 '또는 대통령령으로'만 있어 전체 문맥이 없어 위임인지 인용인지 판단불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보임.
P03010,공인자격관리자가 대통령령으로,위임,대통령령,4,"문장이 '공인자격관리자가 대통령령으로'로 끝나는 부분적 위임 형태로 보이며, 규율 권한을 대통령령에 넘기는 표현으로 판단됨(문장이 불완전하나 문언상 위임 지시)."
P03011,기재사항 등에 관하여 필요한 사항은 교육부령으로,위임,부령,4,"문장이 '필요한 사항은 교육부령으로'라며 규율권한을 하위 규범(교육부령)에 넘기고 있어 위임이며, 법형식으로 '교육부령'을 명시하고 있으나 문장 일부로 '교육부령으로' 표기되어 부령으로 판정함."
P03012,대통령령으로 정하는,판단불가,대통령령,4,"문장이 불완전하여(후행 내용 없이 '대통령령으로 정하는'만) 구체적 위임인지 인용인지 판정 불가하나, 문언상 대통령령을 지정하고 있어 L2는 대통령령으로 표기함."
P03013,교육부령으로 정한다,위임,부령,5,"문장이 종결형으로 '정한다'라 규율권한을 하위 규범(교육부령)에 넘기고 있으므로 위임이며, 표지어구와 문언이 '교육부령으로 정한다'로 명확하여 법형식은 부령이다."
P03014,대통령령으로 정하는,판단불가,대통령령,4,문장이 '대통령령으로 정하는'으로 미완성되어 있어 맥락 없이 위임인지 인용인지 확정할 수 없으나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 보인다.
P03015,대통령령으로 정한다,위임,대통령령,5,종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에게 넘기고 있어 위임에 해당한다.
P03016,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위법(대통령령)에 넘기므로 위임에 해당한다.
P03017,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 단문으로 '대통령령으로 정한다'라고 하여 규율권한을 하위법령(대통령령)에 넘기고 있다.
P03018,대통령령으로 정하는,위임,대통령령,5,"문장이 '대통령령으로 정하는' 형태로 규범 제정 권한을 하위 규범(대통령령)에 맡기므로 위임이며, 명시적으로 대통령령을 지정하고 있다."
P03019,대통령령으로 정한다,위임,대통령령,5,종결형 문장 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에 넘긴다.
P03020,대통령령으로 정한다,위임,대통령령,5,문장이 '대통령령으로 정한다'로 끝나는 종결형 위임 규정으로 하위 규범에 규율권한을 넘긴다.
P03021,하나에 해당하는 자는 대통령령 또는,판단불가,대통령령,3,문장이 단절되어 있어 위임인지 인용인지 확정할 수 없으나 표지어구에 '대통령령'이 있으므로 문언상 법형식은 대통령령이 명시되어 있다.
P03022,대통령령으로 정하는,판단불가,대통령령,4,문장이 '대통령령으로 정하는'으로 불완전하게 잘려 있어 전체 위임인지 인용인지 문맥 없이 단정할 수 없어 판단불가; 다만 문언은 대통령령을 지시하고 있어 L2는 대통령령로 표기함.
P03023,대통령령으로 정하는,판단불가,대통령령,4,문장이 단편('대통령령으로 정하는')으로 끝나고 무엇을 정하는지 대상·내용이 없어 위임인지 인용인지 문맥 판단 불가하지만 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 표기함.
P03024,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나는 종결형 표현으로 규율권한을 하위 규범(대통령령)에 넘기고 있어 포괄적 위임에 해당한다.
P03025,심의회의 심의를 거쳐 국가직무능력표준으로 확정·고시한다.,판단불가,해당없음,4,"문장이 상위 규범의 절차(심의회의 심의를 거쳐 확정·고시한다)를 서술하나, '고시한다'가 행위의 주체나 고시 형식을(예: 대통령령·부령 등) 명시하지 않아 위임인지 인용인지 단독 문장만으로는 판단 불가. 형식 지정이 없어도 규율권한을 다른 하위 규범에 넘긴다는 명시가 없으므로 판단불가로 보았다."
P03026,국가직무능력표준의 개선 또는 폐지가 필요하다고 고용노동부장관이 인정하는 경우에는 5년이 지나지 아니하여도 개선 또는 폐지할 수 있다.,인용,해당없음,5,문장은 고용노동부장관의 '인정'이라는 행정적 판단을 전제로 개선·폐지 가능성을 규정하고 있어 규율권한을 하위 규범에 넘기는 위임 규정이 아니라 상위법에서 직접 정한 권한 행사를 규정하는 내용이므로 인용(위임 아님)으로 판단됨.
P03027,교육부령으로 정하는 등록사항이,위임,부령,4,"문장이 '교육부령으로 정하는 등록사항이'라는 형태로 규율할 사항의 범위를 하위 규범(교육부령)에 위임하고 있으므로 위임으로 판단되며, 지정된 법형식은 '교육부령'이므로 부령으로 표기함."
P03028,협의하여 교육부령으로,판단불가,미특정,3,문장이 불완전한 구(‘협의하여 교육부령으로’)로 끝나며 맥락(무엇을 할 것인지)이 없어 위임인지 인용인지 판단 불가. 법형식으로는 '교육부령'이라는 구체적 문언이 있으나 문장이 완성되지 않아 명시적 형식 지정으로 보기 어려워 보수적으로 '미특정' 처리함.
P03029,필요한 사항은 교육부령으로,위임,부령,4,문장이 '필요한 사항은 교육부령으로'로 끝나며 규율권한을 하위 규범(교육부령)에 넘기는 형식이므로 위임으로 판단된다. 표지어구 '교육부령'은 부령(부령=교육부령)으로 해당 법형식을 지정하고 있다.
P03030,교육부령으로 정하는,판단불가,미특정,3,문장이 불완전한 단편('교육부령으로 정하는')으로 끝나 있어 위임인지 인용인지 특정 규율권한의 전부·일부 위임인지 판단할 수 없다. 표지어구는 '교육부령'이나 문맥 부족으로 미확정적이므로 법형식을 미특정으로 표시함.
P03031,교육부령으로 정하는,위임,부령,5,"문구 '교육부령으로 정하는'은 규율 사항의 범위를 하위 규범(교육부령)에 위임하는 표현이므로 위임에 해당하고, 법형식은 교육부령(부령)으로 명시되어 있다."
P03032,교육부령으로 정하는,판단불가,미특정,3,문장이 불완전하여 맥락 없이 판정 불가함 — '교육부령으로 정하는'만 있어 위임으로 보일 가능성 있으나 문장이 잘려 있어 정확히 규율권한 이전인지 판단할 수 없음.
P03033,교육부령으로 정한다,위임,부령,5,"종결형 '교육부령으로 정한다'는 규율권한을 하위 규범(교육부령)에 넘기는 전형적 위임 표현이며, 표지어구 '교육부령'에 따라 법형식은 부령으로 특정된다."
P03034,교육부령으로 정한다,위임,부령,5,문장이 종결형으로 '교육부령으로 정한다'라고 규율권한을 하위 규범(부령)에 이양하고 있어 위임으로 판단된다.
P03035,교육부령으로 정하는,위임,부령,4,"'교육부령으로 정하는'은 향후 규범에서 정할 사항의 범위를 맡기는 위임 표현이며, 문언에 따라 특정 행정입법 형식(부령)을 지정하고 있다."
P03036,교육부령으로 정하는,위임,부령,5,'교육부령으로 정하는'은 규율권한을 하위 규범(부령)에 넘겨 요건 등을 정하도록 하는 위임 표현이다. 표지어구에 '교육부령'이 명시되어 있어 법형식은 부령이다.
P03037,교육부령으로 정하는 공인자격 폐지신고서에,인용,해당없음,4,문장이 '교육부령으로 정하는 공인자격 폐지신고서에' 형태로서 특정 서식·기재사항을 가리키는 표현으로 보이며 규율권한을 하위법에 넘기는 완결된 위임 명령형이 아니라 존재하는 하위규범을 지시·인용하는 서술로 판단됨. 다만 문장이 단편적이어서 100% 확신은 어려움.
P03038,교육부령으로 정하는 공인자격 폐지계획서,인용,해당없음,4,문장이 '교육부령으로 정하는 공인자격 폐지계획서'라고 하여 이미 정해진 형식의 문서를 지칭하므로 존재 규범을 가리키는 인용으로 판단됨. '교육부령'이 표지어구이나 문맥상 준용·참조 표현이며 규율권한 이전을 명시하는 완결된 위임 문형이 아님.
P03039,대통령령으로 정하는,위임,대통령령,5,문장이 종결되지 않았지만 '대통령령으로 정하는'은 규율권한을 하위법령(대통령령)에 넘기는 전형적 위임 표현이다.
P03040,보건복지부령으로 정한다,위임,부령,5,종결형 문장으로 규율권한을 하위 규범(보건복지부령)에 넘기고 있어 전형적인 위임 규정이다.
P03041,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나며 규율권한을 대통령령에 넘기는 전형적 위임 표현이다.
P03042,보건복지부령으로 정한다,위임,부령,5,문장이 종결형으로 '보건복지부령으로 정한다'라고 하여 규율권한을 하위령에 넘기므로 위임에 해당한다. 표지어구의 '보건복지부령'은 부령으로 판정됨.
P03043,대통령령으로 정하는,판단불가,대통령령,4,문장이 단편적(‘대통령령으로 정하는’ 뒤가 생략)이라 규율권한 이전 여부를 단정하기 어렵다만 문언상 법형식으로 대통령령을 지정하고 있어 L2는 대통령령로 판정함.
P03044,예금의 평균잔액과 그 밖에 대통령령으로,판단불가,대통령령,3,문장이 완결되지 않아 맥락 불충분하지만 '대통령령으로'라는 표현이 있어 규율권한을 넘기는 형식을 지시하는 것으로 보임; 다만 결론 단정하기엔 문장이 잘려 있음.
P03045,채무액과 그 밖에 대통령령으로,위임,대통령령,3,문장이 '대통령령으로'로 끝나고 '채무액과 그 밖에 대통령령으로'처럼 요건·범위를 상위 규범이 아니라 대통령령에 위임하는 표현이므로 포괄적 위임으로 판단됨. 다만 문장이 불완전하여 확실도는 낮음.
P03046,보험료와 그 밖에 대통령령으로,판단불가,대통령령,4,문장이 불완전하여 맥락 없이 규율권한의 이전인지 다른 용법인지 판정 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 표기함.
P03047,보건복지부령으로 정한다,위임,부령,5,"종결형 표현 '정한다'로 규율권한을 하위 규범에 넘기며, 표지어구와 문언에 '보건복지부령'이 명시되어 있어 부령을 지정한다."
P03048,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'라며 규율권한을 대통령령에 넘기는 위임형 표현이고 형식으로 대통령령을 명시한다.
P03049,필요한 사항은 대통령령으로,위임,대통령령,5,문장이 '필요한 사항은 대통령령으로'라고 대통령령에 규율권한을 넘기는 종결적 위임형태로 되어 있다.
P03050,대통령령으로 정하는 기준에,위임,대통령령,3,문장이 '대통령령으로 정하는 기준에'로 끝나며 대통령령에 규율권한을 넘기는 위임형 문구이나 문장이 일부만 제시되어 있어 완전한 문맥은 없으나 형식상 위임으로 판정됨.
P03051,필요한 사항은 대통령령으로,판단불가,대통령령,4,문장이 '필요한 사항은 대통령령으로'로 중간에 잘려 있어 의무의 대상(규율권한 전부인지 일부인지)과 문장 완료 여부를 판단할 수 없음. 다만 표지어구와 문언으로 대통령령을 지정하고 있어 L2는 대통령령로 판정함.
P03052,보건복지부령으로 정한다,위임,부령,5,문장이 종결형으로 '보건복지부령으로 정한다'라고 하여 규율권한을 하위 규범(부령)으로 위임한다.
P03053,보건복지부령으로 정한다,위임,부령,5,문장이 종결형으로 '보건복지부령으로 정한다'라고 규율권한을 하위 규범(부령)에게 넘기고 있어 포괄적·부분적 위임에 해당한다.
P03054,보건복지부령으로 정한다,위임,부령,5,간단한 종결형 명령문 '보건복지부령으로 정한다'로 규율권한을 하위법령(부령)에 위임한다.
P03055,보건복지부령으로 정한다,위임,부령,5,"종결형 '정한다'로 보건복지부령에 규율권한을 넘기므로 위임이며, 문언상 형식은 '보건복지부령'(부령)이다."
P03056,보건복지부령으로 정한다,위임,부령,5,종결형 문장으로 규율권한을 하위 규범(보건복지부령)에 넘기고 있다; '보건복지부령으로 정한다'는 위임이다.
P03057,보건복지부령으로 정한다,위임,부령,5,문장이 종결형으로 '보건복지부령으로 정한다'라고 하여 규율권한을 하위 규범(부령)으로 넘긴다.
P03058,보건복지부령으로 정한다,위임,부령,5,종결형 '보건복지부령으로 정한다'는 규율 권한을 하위 규범(보건복지부령)으로 넘기는 전형적인 위임 표현이다. 표지어구도 부령으로 명시되어 있다.
P03059,사항은 보건복지부령으로,위임,부령,5,문장이 '사항은 보건복지부령으로'로 끝나며 보건복지부령에 규율권한을 넘기므로 위임에 해당한다. 법형식은 부령(보건복지부령)으로 특정되어 있다.
P03060,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 규율권한을 상위법에서 대통령령으로 넘기는 전형적 위임 표현이다.
P03061,대통령령으로 정하는 바에 따라 순차적으로,위임,대통령령,4,문장이 '대통령령으로 정하는 바에 따라'로 규율 내용을 대통령령에 위임하는 표현이므로 위임으로 판단된다.
P03062,필요한 사항은 보건복지부령으로 정한다,위임,부령,5,문장이 종결형으로 '필요한 사항은 ...로 정한다'라고 규율권한을 하위법령(보건복지부령)에 넘긴다. 표지어구에 '보건복지부령'이 명시되어 있어 구체적 법형식은 부령으로 판단된다.
P03063,보건복지부령으로 정하는,위임,부령,4,‘보건복지부령으로 정하는’은 문언상 보건복지부령에 규율권한을 넘겨 요건 등을 정하도록 하는 위임 표현이다.
P03064,필요한 사항은 보건복지부령으로 정한다,위임,부령,5,"문장이 '필요한 사항은 보건복지부령으로 정한다'로 규율권한을 보건복지부령에 넘기므로 위임이며, 법형식으로는 부령(보건복지부령)을 명시하고 있다."
P03065,필요한 사항은 보건복지부령으로 정한다,위임,부령,5,종결형 문장으로 '필요한 사항은 보건복지부령으로 정한다'라고 규율권한을 하위규범(보건복지부령)에 넘기고 있어 위임에 해당한다.
P03066,교육부령으로 정하는,위임,부령,4,"문장이 '교육부령으로 정하는' 형식으로 끝나며 규율권한을 하위 규범(교육부령)에 넘기고 있어 위임으로 판단됨. '교육부령'은 부령(부통령 아님, 교육부령)으로 기재."
P03067,교육부령으로 정한다,위임,부령,5,문장이 종결형으로 '정한다'며 규율권한을 하위법령(교육부령)에 넘기고 있어 포괄적 위임에 해당함. 표지어구 '교육부령'은 부령으로 표기됨.
P03068,교육부령으로 정한다,위임,부령,5,문장이 종결형으로 '교육부령으로 정한다'라고 규율권한을 하위규범인 부령에 위임한다.
P03069,보건복지부령으로 정한다,위임,부령,5,"종결형 '정한다'로 보건복지부령에 규율권한을 넘기므로 위임이고, 표지어구에 '보건복지부령'이므로 법형식은 부령이다."
P03070,보건복지부령으로 정하는 사항이,위임,부령,4,문장이 '보건복지부령으로 정하는 사항이' 형태로 규율권한을 하위법령인 부령에 맡기고 있어 위임으로 판단된다.
P03071,보건복지부령으로 정한다,위임,부령,5,"종결형 문장으로 보건복지부령에 규율권한을 넘기는 위임 규정이며, 표지어구도 부령으로 제시되어 있음."
P03072,대통령령으로 정하는,위임,대통령령,4,문장이 '대통령령으로 정하는'으로 끝나며 규율권한을 하위 규범(대통령령)에 넘기는 위임 표현이다.
P03073,필요한 서식은 보건복지부령으로,위임,부령,5,"문장이 '필요한 서식은 보건복지부령으로'라고 끝나 규율권한을 보건복지부령(부령)으로 넘기고 있어 위임이며, 법형식으로는 부령을 명시하고 있다."
P03074,교육부령으로 정하는,위임,부령,5,"문장이 종결되지 않았으나 '교육부령으로 정하는'이라는 표현은 규율권한을 교육부령에 넘기는 전형적 위임어구이며, 표지어구도 '교육부령'으로 명시되어 있다."
P03075,③ 시장ㆍ군수ㆍ구청장(자치구의 구청장을 말한다)이 법 제9조제1항에 따라 시ㆍ군ㆍ구(자치구를 말한다. 이하 같다)에 지역장애아동지원센터를 설치하는 경우에는 그 조직과 운영에 필요한 사항은 해당 시ㆍ군ㆍ구의 조례로 정한다.,위임,조례,5,문장이 조직·운영에 필요한 사항을 '해당 시·군·구의 조례로 정한다'고 명시하여 규율권한을 하위규범(조례)으로 넘기고 있다.
P03076,보건복지부장관이 정하여 고시하는 공통서식에 따른다.,위임,고시,5,문장이 종결형으로 '보건복지부장관이 정하여 고시하는 공통서식에 따른다'라고 하여 규율권한을 하위규범(고시)으로 넘기고 있다.
P03077,대통령령으로 정하는,판단불가,대통령령,4,"문장이 단독으로 불완전하여 맥락 없이 판단이 불가하나, 표지어구가 '대통령령'이므로 형식은 대통령령으로 지정되어 있다."
P03078,교육부령으로 정한다,위임,부령,5,문장이 종결형으로 '정한다'라고 하여 규율권한을 하위 규범(교육부령)에 넘긴다; 표지어구도 '교육부령'으로 특정되어 있다.
P03079,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라 하여 규율권한을 하위 법령(대통령령)으로 넘기고 있다.
P03080,"교육부장관 및 교육감은 특정 분야의 인재 양성을 목적으로 하는 교육을 전문적으로 실시하는 특수학교(이하 ""특성화특수학교""라 한다)를 지정·고시할 수 있다.",위임,미특정,4,"문장이 상위 규범에서 교육부장관·교육감에게 특성화특수학교를 '지정·고시할 수 있다'고 규정해 포괄적 권한을 부여하므로 위임에 해당하며, 법형식을 특정하지 않고 기관에 권한을 부여하므로 '미특정'으로 판정함."
P03081,필요한 사항은 대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '필요한 사항은 대통령령으로 정한다'라고 규율권한을 하위 규범(대통령령)에 명시적으로 넘기고 있다.
P03082,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락이 없어 규율권한 이전인지 단순 언급인지 판단 불가하나 표지어구 '대통령령'이 있어 법형식은 대통령령으로 표기함.
P03083,사항은 대통령령으로,판단불가,대통령령,3,문장이 '사항은 대통령령으로'로 불완전하여 맥락 없이 위임인지 인용인지 명확하지 않음 — 다만 표지어구가 '대통령령'이라 형식은 대통령령으로 보임.
P03084,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,문장이 상위 규범이 정할 사항의 범위를 대통령령과 교육규칙으로 각각 정한다고 명시하여 규율권한을 넘기고 있다.
P03085,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 대통령령과 시·도의 교육규칙에 따라 필요한 사항을 정한다고 명시하여 규율권한을 하위 규범에 넘기고 있으므로 위임이며, 법형식으로 대통령령과 교육규칙이 병기되어 있다."
P03086,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장에서 중앙위원회 관련 사항은 대통령령으로, 시·도 및 시·군·구 위원회 관련 사항은 교육규칙으로 각각 정한다고 명시하여 규율권한을 하위 규범에 넘긴다."
P03087,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,문장이 구성·운영 등에 관하여 규율권한을 상향하위 규범에 명백히 위임하고 있으며 대통령령과 교육규칙을 각각 지정하고 있어 병기된 법형식으로 표기함.
P03088,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 특정 사항의 규율권한을 상위법에서 하위 규범(대통령령 및 시·도의 교육규칙)으로 명시적으로 넘기고 있으므로 위임이며, 법형식으로 대통령령과 교육규칙을 병기하고 있다."
P03089,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 '필요한 사항은 대통령령으로 ... 교육규칙으로 각각 정한다'라고 명시해 규율권한을 하위 규범(대통령령·교육규칙)에게 넘기고 있으므로 위임이며, 법형식으로 대통령령과 교육규칙을 병기하고 있다."
P03090,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,문장이 규율권한을 상위법에서 대통령령과 시·도 교육규칙에 넘기며 '정한다'로 명확한 위임형식이다.
P03091,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 중앙위원회의 사항은 대통령령으로, 시·도 및 시·군·구 위원회 사항은 교육규칙으로 각각 정하도록 규정해 규율권한을 하위규범에 넘기고 있어 위임에 해당한다."
P03092,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,문장이 상위 규범이 정할 사항의 범위를 명시하여 규율권한을 대통령령 및 시·도의 교육규칙에 각각 위임하고 있다.
P03093,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 대통령령과 시·도의 교육규칙으로 각각 필요한 사항을 정하도록 규율권한을 넘기고 있어 위임이며, 법형식으로 대통령령과 교육규칙을 병기하고 있다."
P03094,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,문장이 대통령령과 시·도의 교육규칙으로 각각 필요한 사항을 정하도록 명시하여 규율권한을 하위 규범에 넘기고 있으며 두 법형식을 병기하고 있다.
P03095,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 중앙위원회의 사항은 대통령령으로, 시·도·시군구 위원회 사항은 시·도의 교육규칙으로 각각 정한다고 명시해 규율권한을 하위 규범에 넘긴다."
P03096,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 대통령령과 시·도의 교육규칙에 따라 구성·운영 사항을 정하도록 명시해 규율권한을 하위규범에 넘기고 있어 위임이며, 두 법형식을 병기되어 있으므로 '대통령령|교육규칙'으로 표기함."
P03097,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 상위 규범에 규율권한을 넘기며 중앙은 대통령령, 시·도 및 시·군·구 위원회는 교육규칙으로 각각 정하도록 명시하고 있어 위임이고 두 법형식을 병기되어 있음."
P03098,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장은 중앙위원회의 사항을 대통령령으로, 시·도 및 시·군·구위원회의 사항을 시·도의 교육규칙으로 각각 정하도록 규율권한을 넘기고 있어 위임이며 두 법형식이 병기되어 있어 '|'로 연결함."
P03099,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,"문장이 대통령령과 교육규칙으로 '필요한 사항을 ... 정한다'고 명시해 규율권한을 하위규범에 넘기고 있으므로 위임이며, 두 법형식이 병기되어 있어 '대통령령|교육규칙'로 표기한다."
P03100,"② 제1항에 따른 중앙특수교육운영위원회의 구성ㆍ운영 등에 관하여 필요한 사항은 대통령령으로, 시ㆍ도특수교육운영위원회 및 시ㆍ군ㆍ구특수교육운영위원회의 구성ㆍ운영 등에 관하여는 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육규칙으로 각각 정한다.",위임,대통령령|교육규칙,5,문장이 상위 규범의 사항을 각각 대통령령 및 시·도의 교육규칙으로 정하도록 규율권한을 넘기고 있으므로 포괄적 위임에 해당하며 두 법형식을 병기하였으므로 '|'로 연결함.
